Company;Customer account;Account statement;Bank account;Notes;Payment ID type;Invoicing and delivery on hold;Cash discount;Created date and time;Address verification status required to accept transactions;Credit limit;Credit rating;Currency;Customer classification group;Customer group;The integration key for Dynamics Connector;Dimension;Direct debit mandate ID;Default inventory status ID;Created time;Modified time;Destination code;Mode of delivery;Delivery reason;Delivery terms;eInvoice;EAN;Total discount;Enterprise code;Enterprise number;Accepts express bill of lading;Factoring account;Comments;Federal/Non-Federal indicator;Fine code;Fiscal code;Demand planning;UPS zone;On a customer invoice;Associated payment attachment on account statement;On a collection letter;On a free text invoice;On an interest note;On a project invoice;ID number;Prices include sales tax;Create indirect order lines;Create intercompany orders;Direct delivery;Warehouse;Site;Invoice account;Invoice address;1099-C indicator;Line discount;Line of business;Employee responsible;Mandatory credit limit;Modified by;Modified date and time;One-time customer;Name;Payment day;Method of payment;Payment schedule;Payment specification;Terms of payment;Product model;Customer rebate group;Freight accrual;Customer TMA group;Price group;Record-ID;Case tagging;Item tagging;Pallet tagging;Receipt calendar;Sales district;Sales group;Sales order pool;Segment;Carrier account number;Account code;Blind shipment;Charge fuel surcharge;Carrier ID;Statistics group;Subsegment;Supplementary item;Entity ID;Version;Table ID;Sales tax group;Packing duty license number;Use cash discount;Purchase request required;Tax exempt number;Vendor account;History available
cnmf;CNMF-000001;Always;CTBA001;;;No;;11/08/2012 19:06;Always accept transaction;0.00;;CNY;;20;{D7525EFF-0858-4409-BA95-511988C96FAC};22,565,441,273;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;灯具设计有限公司;;;;;;;;No;;;22,565,424,060;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000002;Always;CTBA002;;;No;;11/08/2012 19:08;Always accept transaction;0.00;;CNY;;60;{56A36337-8FE1-40DA-9E0E-50CB4AC93F6D};22,565,441,257;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;灯泡厂;;;;;;;;No;;;22,565,424,061;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000003;Always;CTBA003;;;No;;11/08/2012 19:09;Always accept transaction;0.00;;CNY;;40;{9D060056-355D-41C6-B91B-9AC2201F179D};22,565,441,273;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;光辉企划有限公司;;;;;;;;No;;;22,565,424,062;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;BusinesTax;;Normal;No;;;Web orders
cnmf;CNMF-000004;Always;CTBA004;;;No;;11/08/2012 19:10;Always accept transaction;0.00;;CNY;;30;{F90F18E2-7FD0-453F-AB3E-9325FCFB7F28};22,565,441,257;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;办公灯具有限公司;;;;;;;;No;;;22,565,424,063;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000005;Always;CTBA005;;;No;;11/08/2012 19:10;Always accept transaction;0.00;;CNY;;20;{E17098AE-75A7-4C4C-A3C2-D3732AEE26B1};22,565,441,273;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;照明专家有限公司;;;;;;;;No;;;22,565,424,064;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;BusinesTax;;Normal;No;;;Web orders
cnmf;CNMF-000007;Always;CTBA007;;;No;;12/12/2012 08:49;Always accept transaction;0.00;;CNY;;40;{03F14119-E3A5-427F-B1FB-C36DDD360A04};22,565,441,257;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;风格设计有限公司;;;;;;;;No;;;22,565,426,104;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000008;Always;CTBA008;;;No;;12/12/2012 08:49;Always accept transaction;0.00;;CNY;;30;{A7B7B9A1-7DF6-4F66-B1DD-5EDEF9594C28};22,565,441,273;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;城市照明有限公司;;;;;;;;No;;;22,565,426,105;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000009;Always;CTBA009;;;No;;12/12/2012 08:49;Always accept transaction;0.00;;CNY;;60;{C7514BF0-FF43-4A9C-A9E8-0189C4DCFCE8};22,565,441,257;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;陶器厂;;;;;;;;No;;;22,565,426,106;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000010;Always;CTBA010;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{925BBA01-745B-4332-9407-6296CEF753E8};22,565,441,273;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;灯具超市;;;;;;;;No;;;22,565,426,107;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000011;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{9BE11C89-6613-4209-B83F-7F005E75F023};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;热力中心有限公司;;;;;;;;No;;;22,565,426,108;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000012;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;40;{D2AEF6B8-1E9B-453D-9B66-C3CB21AA65FE};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;睿智有限公司;;;;;;;;No;;;22,565,426,109;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000013;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{91404369-2296-4730-8D1A-C04933B1F847};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;锦绣大地进出口公司;;;;;;;;No;;;22,565,426,110;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000014;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{96D245A0-FE49-4608-BE8A-C7C273D76107};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;太平洋照明有限公司;;;;;;;;No;;;22,565,426,111;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000015;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{335A4924-2E68-4678-99D9-67DD688ACBC5};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;灯具总汇有限公司;;;;;;;;No;;;22,565,426,112;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000016;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{02CC6308-85AF-4BE7-A75F-63B065205FBE};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;省教育局;;;;;;;;No;;;22,565,426,113;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000017;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{87BB9E62-1466-45A5-91E5-6FBC6FE7AE68};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;西部联合大学;;;;;;;;No;;;22,565,426,114;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000018;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;USD;;50;{2FBC117C-350B-4945-BA9E-C99B0267BA34};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;奥弗有限公司;;;;;;;;No;;;22,565,426,115;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000019;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;70;{94859403-BA52-4F40-AFE5-2C72055A45D0};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;内部公司;;;;;;;;No;;;22,565,426,116;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000020;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;USD;;50;{FFE5C02D-973E-4714-BAB3-93901A265A76};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;威尔玛有限公司;;;;;;;;No;;;22,565,426,117;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000021;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{E1E21F6B-3026-40DA-9FC6-EFA4E09A8B91};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;雨娃有限公司;;;;;;;;No;;;22,565,426,118;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000022;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{CAD60F07-5C58-4635-A550-2343E3EB01E1};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;贸易互通有限公司;;;;;;;;No;;;22,565,426,119;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000023;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;USD;;50;{C87E0EBD-30F9-4736-91E9-6A9579C37979};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;瑞斯－高德斯联合公司;;;;;;;;No;;;22,565,426,120;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000024;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{85EAEC91-DA4A-4427-BB49-0BE53827B7EF};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;家具商场;;;;;;;;No;;;22,565,426,121;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000025;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{15054F69-B7AB-44E7-955C-56E75B6B5F2E};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;流行家具商厦;;;;;;;;No;;;22,565,426,122;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000026;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{E920F1A6-0938-4502-82A1-5A44271586DC};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;里科有限公司;;;;;;;;No;;;22,565,426,123;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000027;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{F7948B00-6662-4BCC-8F85-202F0841FC88};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;腾得有限公司;;;;;;;;No;;;22,565,426,124;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000028;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{F769766B-60F6-4451-B1F5-9970266D4A15};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;小商品商贸公司;;;;;;;;No;;;22,565,426,125;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000029;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{80E00DC3-43C4-449D-A753-B48621CBA202};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;AHH灯具有限公司;;;;;;;;No;;;22,565,426,126;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000030;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{DACCCB63-C474-4357-968B-1371E49E2A09};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;爱姆灯具设计有限公司;;;;;;;;No;;;22,565,426,127;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000031;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;USD;;50;{B8FD6E8B-700A-48F9-89DF-2921C53841CC};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;美国照明有限公司;;;;;;;;No;;;22,565,426,128;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000032;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{D0687182-66A2-478D-922F-77BBEC2E3A5D};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;LA电影院;;;;;;;;No;;;22,565,426,129;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000033;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;60;{293E0AD4-9480-4D99-A40D-91D876A96B97};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;环球工贸有限公司;;;;;;;;No;;;22,565,426,130;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000034;Always;;;;No;;12/12/2012 08:50;Always accept transaction;0.00;;CNY;;20;{BC40CEA0-A59D-4649-8C8C-01F79CCF8C54};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;灯具零件有限公司;;;;;;;;No;;;22,565,426,131;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000035;Always;;;;No;;12/12/2012 08:51;Always accept transaction;0.00;;CNY;;20;{F62165A8-E3AE-45EC-9C35-5B93D2EF10B8};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;办公用品有限公司;;;;;;;;No;;;22,565,426,132;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
cnmf;CNMF-000036;Always;;;;No;;12/12/2012 08:51;Always accept transaction;0.00;;CNY;;20;{2912984E-BF82-49BE-9A71-26D7240585BC};0;;;12:00:00 AM;12:00:00 AM;;;;;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;;;No;Admin;06/06/2013 20:38;No;桌椅世界有限公司;;;;;;;;No;;;22,565,426,133;No;No;No;;;;;;;;No;No;;;;;{00000000-0000-0000-0000-000000000000};0;77;VATGroup;;Normal;No;;;Web orders
demf;DE-010;Always;;;;No;;01/03/2009 14:27;Always accept transaction;0.00;Good;EUR;;20;{4EF3E095-7316-43EA-A937-26CAF53B55CF};22,565,421,982;;;12:00:00 AM;12:00:00 AM;;10;;CIF;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;2100;;No;Admin;06/06/2013 20:38;No;A.Datum Corporation;;CHECK;;;Net30;;;No;;02;22,565,421,567;No;No;No;Standard;;01;04;10;;;No;No;;01;10;;{00000000-0000-0000-0000-000000000000};0;77;AR-DOM;;Normal;No;;;Web orders
demf;DE-011;Always;;;;No;;01/03/2009 14:44;Always accept transaction;0.00;Good;EUR;;10;{012A23D4-A81D-4450-9499-5D48AAA018F6};22,565,421,982;;;12:00:00 AM;12:00:00 AM;;10;;CIF;No;;;;;No;;;;;;No;;;;;;;;;No;No;No;No;;;;Invoice account;No;;2100;;No;Admin;06/06/2013 20:38;No;Northwind Traders;;CHECK;;;Net30;;;No;;02;22,565,421,568;No;No;No;Standard;;01;04;10;;;No;No;;01;10;;{00000000-0000-0000-0000-000000000000};0;77;AR-DOM;;Normal;No;;;Web orders
